,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
16472,9,6,11,7,8,3,9,5,4,7,15,4,11,1,6,1,7
16473,0,3,7,5,5,3,12,2,2,2,10,2,9,2,6,3,8
16474,25,4,7,5,5,3,8,6,2,10,11,5,10,2,8,6,9
16475,17,2,1,2,2,2,6,8,4,5,6,5,7,2,6,4,9
16476,4,2,1,2,1,1,4,7,5,8,7,6,13,0,8,7,9
16477,3,4,7,5,5,4,10,6,3,6,11,4,7,3,8,3,9
16478,23,7,15,8,8,5,11,7,2,7,11,3,5,3,11,4,9
16479,14,5,9,5,7,4,7,7,8,5,10,7,8,3,8,3,8
16480,0,2,6,4,4,2,12,3,4,2,11,1,8,2,6,2,9
16481,5,4,8,4,6,2,1,11,5,7,12,11,9,0,8,2,6
16482,18,7,13,5,7,3,8,2,1,5,7,2,7,3,7,4,10
16483,13,1,1,2,2,1,7,7,11,1,5,6,8,4,8,0,8
16484,5,6,10,6,6,4,10,7,3,5,11,4,5,3,9,6,9
16485,24,2,1,4,3,2,8,11,1,7,5,11,8,1,11,2,8
16486,10,7,10,11,8,7,2,8,3,7,11,12,12,4,7,4,4
16487,22,3,6,5,4,4,7,11,2,2,7,8,8,6,11,1,8
16488,20,4,5,5,3,2,6,8,5,8,6,10,9,3,9,1,7
16489,0,3,8,6,6,3,11,2,2,3,9,2,9,3,5,3,8
16490,21,11,14,9,8,4,8,9,6,5,7,10,5,7,13,3,8
16491,20,4,8,5,7,6,7,7,5,3,6,7,8,4,8,1,7
16492,23,2,3,3,2,1,7,8,1,7,10,7,8,2,8,2,7
16493,10,5,10,6,7,2,4,8,8,2,7,4,11,4,8,2,11
16494,24,9,10,7,14,6,6,6,6,4,6,12,6,5,10,6,5
16495,19,8,13,7,7,4,6,10,3,7,12,7,6,3,9,5,4
16496,18,5,9,6,6,4,7,7,4,7,10,9,9,2,10,5,6
16497,16,5,8,6,7,3,8,9,8,6,5,8,9,3,7,6,10
16498,16,5,6,5,8,6,8,6,6,3,9,6,9,3,8,5,8
16499,11,5,5,5,8,1,0,0,6,6,0,1,5,0,8,0,8
16500,0,3,3,5,5,2,9,4,3,1,8,1,8,2,7,2,8
16501,17,3,7,5,5,5,5,8,3,4,6,5,9,4,7,6,5
16502,5,6,7,8,8,8,7,9,4,4,7,6,7,4,9,9,8
16503,15,4,8,6,6,5,6,9,7,4,9,7,4,2,10,3,7
16504,23,3,5,4,4,4,8,8,2,5,8,6,7,2,7,6,7
16505,14,1,0,2,0,0,7,6,6,4,7,6,8,2,8,3,8
16506,22,7,7,7,5,5,6,10,4,3,8,7,7,9,13,3,4
16507,15,8,9,6,4,3,8,7,5,4,11,3,6,5,8,4,8
16508,20,5,8,6,6,5,8,8,8,5,6,7,9,3,7,4,6
16509,21,7,10,9,8,6,9,10,4,2,4,10,9,6,10,5,10
16510,18,4,10,4,7,2,8,7,6,9,5,6,7,0,8,9,8
16511,14,1,3,2,2,1,8,7,6,3,8,6,8,2,8,2,8
16512,14,3,5,4,4,3,7,7,8,5,7,6,8,2,8,3,8
16513,17,3,3,4,2,2,7,8,5,5,7,5,7,2,7,4,8
16514,18,4,9,4,7,3,8,7,8,7,8,6,8,2,9,9,8
16515,16,4,6,5,5,4,5,4,4,5,5,4,7,4,4,6,6
16516,7,3,5,4,4,4,7,8,6,6,7,6,8,3,8,3,8
16517,25,5,9,6,7,7,8,7,3,8,8,6,8,1,7,12,9
16518,5,3,6,3,4,1,1,13,5,4,12,10,7,0,8,2,6
16519,15,5,9,7,6,4,9,8,4,6,12,4,4,2,9,4,9
16520,13,2,3,2,2,1,6,8,5,4,8,7,7,4,8,1,6
16521,19,7,9,7,7,4,5,11,2,8,11,10,5,1,11,2,4
16522,5,5,7,7,5,3,7,9,2,7,14,5,5,2,8,3,8
16523,12,5,9,7,7,6,7,6,3,4,10,8,9,11,5,3,9
16524,18,3,7,4,5,2,7,6,5,9,5,6,10,0,9,9,8
16525,18,3,5,5,3,2,8,6,2,7,10,7,9,2,9,5,8
16526,18,7,10,8,7,5,8,7,3,6,10,5,7,2,8,5,9
16527,23,4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8
16528,3,2,3,2,2,2,7,7,6,6,7,6,5,2,8,2,7
16529,11,1,0,1,0,0,2,2,5,4,1,2,5,0,8,0,8
16530,8,1,6,2,4,1,7,7,0,7,13,6,9,0,8,1,8
16531,25,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8
16532,16,4,9,5,8,5,8,6,8,6,5,4,7,2,8,4,8
16533,5,3,8,3,5,1,0,13,4,4,13,11,7,0,8,1,6
16534,0,3,8,5,6,2,8,5,3,1,7,0,8,2,7,2,8
16535,4,2,4,2,2,2,7,7,5,8,6,5,8,2,8,6,9
16536,24,3,8,5,6,1,4,10,3,2,9,13,8,2,11,0,8
16537,18,4,3,5,5,2,8,10,6,10,5,5,5,0,7,8,9
16538,9,5,9,6,7,3,9,7,2,6,14,3,7,0,7,0,8
16539,23,4,10,7,7,4,9,7,0,8,9,4,7,3,8,3,8
16540,2,1,0,2,1,0,6,7,6,8,7,6,14,0,8,4,10
16541,11,5,5,5,8,1,0,0,6,6,0,1,4,0,8,0,8
16542,19,3,4,4,2,1,5,11,2,7,11,9,4,1,10,2,5
16543,17,5,10,6,8,6,5,8,6,6,6,4,10,4,6,6,10
16544,11,2,2,2,4,1,0,1,5,6,0,0,6,0,8,0,8
16545,24,7,9,7,7,3,3,10,4,7,12,12,6,2,11,2,6
16546,4,3,7,4,5,2,3,7,6,11,7,6,15,0,8,7,7
16547,9,4,5,6,5,5,8,9,4,5,7,6,8,3,7,8,8
16548,4,5,9,7,7,7,7,7,3,7,7,7,11,5,10,8,9
16549,15,5,10,7,8,7,6,9,6,5,9,7,4,2,10,4,7
16550,19,2,3,3,1,1,5,12,3,5,11,9,5,1,10,1,5
16551,18,4,9,5,6,3,6,9,5,8,11,8,7,2,9,5,5
16552,21,5,5,6,4,2,5,12,2,3,8,11,7,3,10,1,7
16553,9,4,11,4,8,3,14,3,5,5,13,1,9,0,7,0,8
16554,7,8,13,8,7,4,11,7,4,5,9,4,5,6,9,4,8
16555,2,2,1,3,2,1,6,8,7,8,8,7,13,1,9,4,10
16556,20,6,8,6,6,4,4,8,5,7,10,8,9,3,9,2,5
16557,5,3,4,5,3,2,6,10,2,6,13,6,4,1,10,3,7
16558,5,4,3,4,4,3,5,11,3,6,11,9,5,1,10,3,6
16559,17,4,7,6,5,4,10,7,4,6,10,3,6,3,7,4,10
16560,23,7,15,7,8,4,10,7,2,8,9,4,7,4,10,4,10
16561,4,4,7,6,5,3,4,9,3,9,11,9,10,2,8,4,5
16562,10,4,9,4,7,2,3,7,7,3,7,7,12,3,8,3,10
16563,14,5,12,4,6,3,6,6,6,3,10,6,9,5,9,5,7
16564,11,3,5,4,4,3,6,8,4,5,6,6,9,2,8,7,9
16565,10,4,4,6,3,3,5,8,2,7,10,8,9,3,8,2,7
16566,24,6,7,6,5,3,5,9,1,9,10,10,5,1,10,4,3
16567,11,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8
16568,10,3,8,5,6,4,5,6,4,7,7,7,11,3,8,5,9
16569,19,2,3,3,2,1,5,12,3,6,11,9,5,1,11,2,5
16570,9,3,6,5,4,2,9,7,1,6,14,4,6,0,8,0,8
16571,8,7,14,6,8,4,10,6,4,6,14,3,6,2,8,6,10
16572,0,5,11,7,8,3,9,3,3,3,7,2,9,3,7,3,9
16573,5,3,5,6,4,2,6,12,3,5,13,7,3,1,10,2,6
16574,20,7,10,8,8,5,5,7,6,8,9,7,9,5,11,5,3
16575,15,4,4,5,6,5,9,10,2,3,7,9,5,4,10,5,5
16576,9,2,4,4,3,1,9,6,3,6,14,5,10,0,7,0,8
16577,0,1,1,2,1,0,7,4,3,0,7,1,8,2,7,1,8
16578,17,2,3,4,1,2,9,7,4,5,9,4,7,2,6,4,10
16579,6,4,11,5,8,4,7,7,7,6,6,5,9,2,7,5,11
16580,10,5,10,7,8,7,7,7,3,7,6,6,7,7,8,6,10
16581,19,5,7,6,5,5,6,7,7,7,7,8,8,3,10,5,9
16582,14,1,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8
16583,15,3,4,5,2,2,8,10,4,3,11,4,3,1,10,2,8
16584,6,3,4,4,3,2,6,7,5,5,9,7,10,2,9,4,9
16585,17,4,10,4,7,3,5,11,9,4,7,3,9,3,7,6,11
16586,11,3,8,4,6,2,2,4,3,9,2,0,8,0,7,1,6
16587,20,5,10,6,8,2,7,4,15,6,7,14,8,3,9,0,8
16588,12,6,9,9,6,7,9,6,2,5,9,5,7,8,6,2,8
16589,13,4,5,5,5,5,7,8,4,3,6,4,8,6,8,4,7
16590,17,3,6,4,4,4,8,6,6,3,7,5,7,4,6,6,7
16591,3,3,1,4,2,2,7,7,6,7,7,6,5,2,8,3,7
16592,4,5,7,6,5,5,8,9,6,3,6,6,10,4,8,7,9
16593,9,1,3,3,2,1,7,7,3,5,14,6,9,1,7,1,7
16594,25,3,5,4,7,2,7,7,4,14,10,6,8,0,8,8,8
16595,3,1,3,3,2,1,9,6,4,6,10,4,6,2,8,2,8
16596,13,6,10,8,8,5,7,8,6,6,7,7,6,6,9,2,6
16597,18,5,10,7,7,8,9,5,5,4,8,6,9,5,7,12,8
16598,1,2,1,3,3,2,7,7,5,5,6,6,6,2,8,5,9
16599,7,5,8,8,6,5,10,7,4,6,10,3,6,3,8,3,8
16600,8,1,5,0,6,0,7,7,4,4,7,6,8,0,8,0,8
16601,0,3,2,5,3,2,8,2,2,2,7,1,8,2,6,2,7
16602,20,4,5,5,3,2,6,8,6,7,7,10,9,3,9,0,8
16603,15,7,11,9,8,8,6,8,7,4,8,7,9,3,9,7,9
16604,8,3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8
16605,6,1,3,2,2,1,7,6,5,4,7,6,10,2,9,3,9
16606,14,3,2,5,4,3,8,7,8,5,7,6,8,2,8,3,8
16607,22,6,8,6,6,6,4,9,2,3,9,8,8,7,11,2,6
16608,1,4,8,4,6,5,6,7,8,6,6,6,7,2,8,7,9
16609,0,2,8,4,6,3,13,3,4,2,11,1,8,2,6,3,9
16610,22,6,5,9,8,4,8,7,5,2,7,8,8,9,9,0,8
16611,20,6,10,6,8,5,8,5,12,4,7,13,8,3,8,0,7
16612,16,4,6,5,7,5,10,10,6,3,4,8,11,3,10,6,9
16613,8,2,10,3,8,2,9,6,0,7,13,5,8,0,8,1,8
16614,5,6,9,8,6,5,9,8,2,7,13,4,5,4,9,4,9
16615,15,2,1,3,2,1,6,10,5,4,10,7,3,1,9,4,6
16616,4,6,11,8,9,7,9,6,1,8,11,4,9,4,7,6,10
16617,12,4,4,6,3,4,8,6,2,4,9,6,8,7,5,2,8
16618,2,6,10,8,7,5,7,7,8,7,7,6,11,4,8,4,9
16619,21,2,1,4,2,1,7,12,2,2,6,11,9,4,11,2,7
16620,3,4,8,6,6,8,9,8,4,5,7,6,6,4,6,7,5
16621,9,2,8,2,6,1,15,3,5,5,13,0,8,0,7,0,8
16622,11,2,1,2,2,1,4,4,4,8,3,2,6,0,7,1,6
16623,9,1,1,2,3,1,10,6,3,5,11,4,9,1,7,1,7
16624,5,4,10,4,7,2,1,13,5,3,12,9,6,0,8,3,6
16625,16,3,6,4,8,4,8,6,7,5,9,6,7,3,8,5,7
16626,6,3,6,4,4,2,6,7,6,5,10,8,11,2,9,4,10
16627,18,7,10,8,8,4,8,7,4,8,11,6,7,2,9,5,8
16628,25,4,10,5,8,3,7,7,4,15,9,6,8,0,8,8,8
16629,14,3,1,4,3,2,7,7,7,4,7,6,7,2,8,3,7
16630,8,4,8,6,9,6,9,8,6,7,7,4,7,3,10,9,9
16631,14,3,5,4,3,3,7,7,7,4,9,5,8,2,8,3,7
16632,16,2,3,3,4,2,8,8,4,2,7,8,10,2,9,4,8
16633,20,5,11,8,8,6,7,8,4,7,4,7,9,6,9,1,8
16634,12,7,9,11,6,8,4,7,3,5,11,10,11,10,9,5,7
16635,12,5,8,8,6,7,9,7,2,4,9,5,7,7,7,2,8
16636,23,4,8,5,6,1,7,7,5,4,7,6,8,3,8,4,8
16637,21,9,11,7,6,3,7,11,6,5,8,10,4,5,12,3,9
16638,21,3,7,4,5,2,5,11,3,4,9,12,8,2,10,1,8
16639,3,4,7,5,5,5,7,7,5,7,7,6,6,6,8,3,7
16640,5,7,10,6,6,4,9,7,3,5,11,5,6,4,9,6,9
16641,23,1,0,2,0,0,7,7,4,4,7,6,8,2,8,4,8
16642,11,4,8,6,6,6,7,7,3,5,7,7,9,6,10,6,6
16643,10,4,8,4,5,2,3,8,8,2,7,5,11,4,8,3,10
16644,9,2,1,3,2,1,10,6,2,7,11,4,8,1,7,1,7
16645,7,8,11,12,8,7,9,7,3,6,10,4,7,3,8,3,8
16646,3,2,3,3,2,2,9,6,4,6,10,4,6,2,8,2,9
16647,2,3,6,4,4,2,5,9,6,7,12,9,11,2,10,3,7
16648,2,5,9,6,7,4,4,7,5,7,10,8,14,3,8,4,7
16649,15,3,6,3,4,2,4,12,7,1,10,6,4,1,10,3,8
16650,15,5,5,6,7,7,8,7,4,3,7,7,7,6,10,5,6
16651,11,2,0,2,1,0,2,0,6,4,0,3,4,0,8,0,8
16652,1,1,1,2,1,2,7,7,4,5,7,6,6,1,8,4,9
16653,11,4,8,6,6,3,5,4,3,10,5,1,7,1,6,3,5
16654,18,3,10,4,7,2,7,7,6,9,4,6,8,0,8,9,7
16655,14,3,5,4,4,3,8,7,7,4,9,6,8,3,8,3,8
16656,3,2,4,4,3,2,10,6,3,7,10,3,6,2,8,3,9
16657,11,3,7,4,5,2,3,4,3,9,2,1,7,0,7,1,5
16658,8,4,11,5,8,2,9,5,0,8,14,5,10,0,8,1,9
16659,7,7,9,6,4,3,11,7,4,5,8,3,5,5,9,4,8
16660,24,3,9,5,6,1,7,10,2,3,7,13,8,1,11,0,8
16661,9,1,1,2,2,1,10,6,2,5,11,4,8,1,7,1,7
16662,20,2,4,3,3,1,7,8,7,7,8,10,7,3,9,1,8
16663,3,2,1,2,2,1,6,7,8,7,6,6,6,2,8,3,8
16664,7,3,7,4,5,5,7,8,6,6,7,5,8,3,8,3,7
16665,10,6,11,6,8,5,3,6,7,4,7,8,12,3,8,3,11
16666,9,2,7,4,5,1,7,6,4,6,15,7,12,1,6,0,7
16667,17,2,1,3,2,1,6,10,8,2,7,5,8,2,7,5,10
16668,13,4,7,6,5,4,6,7,6,7,7,5,9,6,7,3,7
16669,0,4,11,7,8,3,7,4,3,2,7,1,8,3,6,3,8
16670,10,8,13,7,7,4,10,7,3,7,9,3,6,6,8,4,8
16671,0,3,9,5,7,4,12,3,2,2,10,2,9,2,6,3,7
16672,13,2,3,4,2,1,9,7,3,4,10,3,6,5,9,0,7
16673,20,5,11,6,8,5,7,5,13,5,7,12,8,3,9,0,8
16674,1,4,6,4,4,3,7,6,9,7,7,7,7,2,8,8,9
16675,17,2,1,2,2,2,7,7,5,5,6,5,7,2,7,4,8
16676,6,1,3,2,2,1,7,7,4,4,9,7,10,2,8,3,10
16677,13,5,10,6,8,6,7,7,13,1,6,6,8,5,8,0,8
16678,22,8,9,8,7,7,5,11,3,3,9,8,7,7,12,3,6
16679,11,3,7,5,5,4,7,6,7,5,6,6,8,3,8,4,10
16680,11,4,7,4,5,2,1,1,5,5,1,1,6,0,8,0,8
16681,20,3,2,4,4,1,7,5,12,5,7,14,7,3,9,0,8
16682,8,3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,8
16683,24,7,10,8,8,4,3,11,2,8,11,11,5,1,11,3,4
16684,15,4,3,4,4,2,4,14,7,1,11,6,3,1,10,4,8
16685,8,4,11,7,9,8,10,8,2,6,9,4,5,4,7,8,4
16686,20,8,11,8,8,6,3,8,5,8,10,8,10,5,10,4,4
16687,20,4,4,5,3,2,4,8,5,8,10,9,9,3,9,2,6
16688,6,6,11,8,8,9,8,4,5,4,7,5,11,7,9,6,13
16689,11,4,9,6,7,4,4,4,3,8,2,1,8,0,6,1,6
16690,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
16691,22,8,9,12,8,13,7,7,5,5,6,5,8,10,9,9,8
16692,10,5,8,8,7,7,10,7,4,4,10,2,8,5,5,4,10
16693,13,4,7,4,5,2,7,7,14,2,4,6,8,6,8,0,8
16694,11,3,8,4,6,2,7,3,1,8,9,2,11,0,7,2,9
16695,22,8,9,8,6,6,5,11,3,3,9,8,7,8,11,3,6
16696,4,6,10,8,8,5,5,8,4,9,12,9,9,3,8,5,6
16697,3,1,3,3,2,1,8,7,5,6,9,5,5,2,8,3,8
16698,9,6,13,5,10,4,7,10,2,3,13,5,5,2,8,7,8
16699,24,1,3,2,1,1,7,10,1,5,7,11,8,1,11,1,8
16700,1,5,11,6,8,8,8,7,5,6,7,6,5,3,8,6,9
16701,1,2,3,4,2,2,8,7,3,5,10,5,6,2,8,4,9
16702,1,6,9,5,5,5,8,8,3,5,9,5,7,6,5,7,7
16703,3,1,0,1,1,0,6,7,8,5,7,6,6,2,8,2,8
16704,18,6,9,7,6,4,9,6,3,8,10,6,8,2,10,5,8
16705,19,5,10,7,8,6,8,11,2,7,6,11,8,1,12,1,8
16706,7,5,10,5,7,3,7,7,15,1,7,6,8,3,8,0,8
16707,0,3,8,5,6,5,8,7,7,4,7,6,9,5,7,7,4
16708,21,4,9,6,7,3,6,11,2,4,7,12,9,3,10,1,8
16709,0,4,8,6,7,6,9,8,3,4,6,7,7,5,8,5,5
16710,25,3,6,5,9,4,11,3,2,6,8,2,6,1,8,6,9
16711,0,4,10,5,7,4,7,5,3,0,7,1,8,2,7,3,8
16712,17,4,10,5,7,3,5,12,9,4,7,2,9,3,7,6,11
16713,22,8,9,8,7,6,2,12,2,3,10,10,8,7,11,2,7
16714,19,3,4,4,3,2,6,10,2,7,11,9,5,2,10,3,4
16715,11,3,10,3,8,1,0,1,5,6,0,0,7,0,8,0,8
16716,2,2,5,3,3,2,6,8,7,7,8,7,13,1,9,4,10
16717,20,5,7,5,5,3,4,8,5,7,10,9,9,3,9,2,6
16718,24,2,7,4,4,1,8,11,1,3,6,12,8,1,10,0,8
16719,4,1,0,1,0,1,5,8,5,7,7,6,12,0,8,6,9
16720,17,2,6,4,4,3,8,7,3,5,9,4,7,3,7,4,10
16721,2,5,9,5,7,3,4,8,6,8,12,10,12,1,9,3,7
16722,11,3,8,5,6,3,6,4,1,8,8,2,10,0,7,2,8
16723,10,4,10,6,8,7,6,6,5,3,7,6,9,4,5,10,8
16724,12,4,5,5,3,4,8,6,6,4,7,7,8,8,5,2,7
16725,13,2,5,3,4,2,7,8,5,4,7,6,7,4,8,1,7
16726,9,6,8,8,9,7,9,8,5,6,7,5,8,4,8,9,7
16727,15,1,3,3,2,1,6,10,6,2,10,5,4,1,9,3,7
16728,9,1,8,2,6,2,9,6,3,5,11,4,9,1,6,1,6
16729,6,5,9,4,4,3,8,6,4,2,9,6,8,3,9,8,8
16730,7,5,8,7,6,7,7,7,6,6,7,6,8,3,8,3,7
16731,1,2,1,3,1,2,7,7,5,5,7,6,6,1,8,5,9
16732,8,3,7,4,5,2,8,6,0,7,13,6,9,0,7,2,8
16733,3,1,0,1,1,1,6,7,8,6,7,6,6,2,8,3,8
16734,14,4,4,5,6,2,8,8,9,8,5,8,10,3,8,4,8
16735,1,4,5,4,7,4,6,7,10,7,7,6,7,2,8,8,9
16736,12,6,8,9,6,5,10,6,3,5,9,4,6,8,6,2,8
16737,19,2,1,3,2,1,7,12,2,6,7,11,8,1,11,1,8
16738,21,3,7,4,5,2,7,12,3,4,7,11,8,2,10,1,8
16739,25,7,14,7,8,4,10,4,3,8,12,4,10,3,9,4,11
16740,18,4,9,3,4,2,7,3,1,5,6,2,7,2,8,5,9
16741,16,6,8,6,10,8,8,5,7,3,9,6,9,3,8,5,8
16742,24,4,10,7,7,1,7,10,3,2,7,13,8,2,11,0,8
16743,4,6,10,8,8,6,4,10,4,8,11,10,8,3,8,4,4
16744,6,3,3,4,5,2,7,7,8,7,6,5,11,2,8,5,10
16745,16,5,8,5,10,6,8,7,6,3,8,9,11,3,8,6,8
16746,5,3,7,3,4,1,1,11,5,6,11,10,9,0,8,2,6
16747,7,4,5,4,7,3,7,8,15,1,7,5,8,3,8,0,8
16748,21,2,4,4,3,1,7,12,2,3,6,11,9,2,10,1,8
16749,12,14,15,14,8,7,6,10,5,5,4,4,11,11,13,2,8
16750,11,5,9,6,7,5,6,6,8,5,6,5,9,3,7,5,11
16751,20,3,5,4,3,2,6,8,6,7,6,9,9,3,9,1,7
16752,18,2,8,3,6,3,7,7,7,5,7,6,8,2,9,8,8
16753,25,4,10,5,8,2,7,7,4,15,9,6,8,0,8,8,8
16754,20,5,7,5,5,3,4,8,6,7,9,9,9,3,9,2,5
16755,22,5,10,7,8,4,5,8,5,2,7,8,8,8,9,0,8
16756,7,1,0,1,0,0,7,7,10,1,7,6,8,2,8,0,8
16757,19,4,10,5,8,3,7,13,0,6,7,10,8,0,8,0,8
16758,13,5,10,6,8,6,7,7,6,6,7,6,8,6,7,3,8
16759,6,6,8,8,7,8,7,10,6,2,7,7,8,6,11,7,8
16760,19,3,4,4,3,2,7,12,4,6,7,11,8,2,11,1,7
16761,3,5,6,6,6,5,5,7,6,7,6,5,6,4,7,5,6
16762,3,3,2,4,3,2,7,7,6,7,7,6,5,2,8,3,7
16763,17,4,10,5,7,6,6,7,5,6,6,4,8,3,6,5,9
16764,4,3,7,4,5,4,8,8,4,7,7,5,8,3,8,5,10
16765,9,5,9,6,7,3,8,4,5,6,15,7,14,1,6,1,7
16766,16,3,5,4,6,4,8,8,5,2,7,7,12,2,9,5,9
16767,10,4,5,5,4,4,5,7,4,7,6,6,10,3,8,5,8
16768,13,6,11,6,8,3,7,7,15,2,4,6,8,6,8,0,8
16769,23,8,12,8,6,4,10,6,3,9,9,2,5,4,6,4,10
16770,7,3,3,5,1,2,9,6,3,5,10,4,8,3,8,2,9
16771,0,5,9,7,7,4,8,5,3,0,6,1,8,2,7,1,8
16772,11,4,9,5,6,4,5,5,1,8,7,2,10,1,7,3,7
16773,8,2,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8
16774,7,6,8,8,6,7,6,8,7,6,8,5,7,6,7,5,10
16775,6,5,8,5,6,4,7,6,6,7,10,7,11,2,10,4,9
16776,17,5,5,6,7,3,6,11,9,3,7,3,8,3,7,6,11
16777,23,4,10,6,8,6,6,7,2,6,7,7,9,3,7,6,8
16778,3,4,8,4,6,4,5,7,9,7,7,7,6,2,8,3,8
16779,17,3,10,4,7,3,6,9,11,5,7,5,8,3,8,5,10
16780,5,5,8,8,6,4,6,10,3,6,13,7,4,2,10,2,7
16781,2,3,6,5,5,4,6,6,4,5,7,6,11,4,10,7,10
16782,14,2,4,3,3,2,7,7,7,4,7,5,8,2,8,3,8
16783,21,2,6,4,4,2,9,11,3,4,4,11,8,2,10,1,8
16784,12,7,10,9,8,9,8,7,6,5,6,7,8,8,6,2,7
16785,17,4,7,5,5,3,11,7,3,6,11,2,6,3,7,3,10
16786,14,4,8,6,6,5,7,7,8,4,7,7,9,3,8,3,7
16787,7,1,0,2,1,0,7,7,11,1,7,6,8,3,8,0,8
16788,22,6,6,6,4,4,2,11,2,2,10,10,8,5,11,1,7
16789,16,3,4,4,5,3,8,8,5,1,8,8,10,2,9,4,8
16790,24,3,5,4,7,7,8,5,4,2,7,7,9,5,10,4,7
16791,16,1,3,2,4,2,7,7,5,2,8,8,10,2,9,4,9
16792,7,5,10,8,8,7,8,6,7,7,7,7,5,3,8,4,6
16793,0,3,9,5,6,3,10,3,2,2,8,2,10,3,5,3,7
16794,18,4,8,5,6,4,8,8,7,5,7,6,8,2,8,8,8
16795,15,6,11,5,6,3,5,11,5,4,13,6,4,3,9,4,8
16796,10,8,12,7,6,4,9,8,3,7,9,4,6,6,9,4,8
16797,24,2,2,4,4,2,6,10,1,7,8,11,8,1,11,2,7
16798,1,8,10,7,6,6,7,9,4,5,9,6,7,6,6,7,6
16799,22,4,9,6,7,3,5,8,5,1,7,8,8,8,9,0,8
16800,14,4,9,5,7,2,7,6,9,7,6,5,7,3,8,4,8
16801,6,5,11,7,8,4,6,6,8,8,8,5,13,3,11,5,8
16802,8,1,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8
16803,15,8,11,6,6,3,7,10,5,3,12,4,4,5,10,4,8
16804,16,2,5,3,6,3,8,6,7,3,5,6,9,2,9,5,10
16805,0,4,9,3,4,2,13,3,4,1,10,3,10,3,5,3,10
16806,14,4,7,5,5,4,7,7,8,6,7,6,6,3,8,4,8
16807,16,10,15,9,9,5,7,5,4,9,10,4,10,4,6,9,9
16808,8,1,3,2,1,0,7,7,1,7,13,6,8,0,8,1,8
16809,11,1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8
16810,22,6,5,8,5,8,9,8,5,5,7,5,8,9,9,8,6
16811,21,5,9,7,7,4,7,12,2,3,5,10,9,4,12,2,7
16812,13,3,3,4,2,2,7,8,6,4,7,7,6,5,9,2,6
16813,6,5,11,7,8,8,7,7,6,2,7,6,11,7,9,10,6
16814,13,6,9,8,7,9,8,7,4,4,7,6,6,7,10,7,5
16815,8,3,7,5,5,2,8,6,2,7,7,6,7,0,9,4,7
16816,5,5,11,7,8,5,5,11,2,8,10,9,5,4,10,4,6
16817,17,8,11,7,6,5,10,6,3,5,9,4,8,6,8,6,9
16818,21,2,1,3,1,0,7,9,4,2,7,13,8,2,10,0,8
16819,17,5,11,7,8,5,8,9,4,6,8,4,9,4,6,6,11
16820,7,4,9,4,7,4,7,7,13,1,7,6,8,3,8,0,8
16821,16,6,10,8,8,7,8,3,8,5,6,5,9,4,9,4,7
16822,17,3,6,3,4,3,6,9,8,4,7,5,8,2,7,4,11
16823,15,3,7,4,5,3,6,10,6,5,10,8,4,1,10,4,7
16824,24,4,6,6,8,7,9,9,6,3,7,7,8,6,11,7,4
16825,5,5,7,7,5,4,6,11,5,6,12,8,5,2,9,2,6
16826,25,5,9,5,4,3,8,6,2,8,11,6,9,3,7,6,7
16827,14,7,13,5,7,3,9,7,7,5,9,4,8,5,9,5,9
16828,22,5,8,8,6,5,7,8,4,1,7,9,8,7,11,0,8
16829,2,4,9,5,7,4,4,8,6,7,9,9,15,1,9,4,10
16830,17,2,4,4,3,3,8,8,3,5,10,4,7,3,6,3,9
16831,24,4,6,4,4,1,3,11,3,7,11,11,5,1,11,2,4
16832,8,1,4,1,3,1,7,7,1,8,7,6,9,0,8,3,8
16833,21,7,10,7,8,3,3,11,4,4,10,12,8,2,10,1,8
16834,16,4,6,5,8,4,8,7,6,3,8,7,10,3,8,6,8
16835,6,4,6,4,4,3,7,6,6,5,9,6,13,2,8,4,10
16836,22,4,10,6,8,4,10,8,5,2,7,8,8,8,9,0,8
16837,16,2,1,3,2,1,8,6,7,5,6,6,8,3,8,4,8
16838,6,9,14,8,8,5,7,4,6,3,8,5,4,4,8,6,6
16839,18,4,8,6,6,7,6,9,3,3,8,7,6,3,8,11,1
16840,18,3,4,3,2,2,8,8,6,5,7,6,7,2,8,9,8
16841,3,5,6,6,6,5,6,6,5,7,7,6,8,4,6,6,5
16842,22,8,12,8,6,4,1,9,3,2,11,12,9,7,10,0,6
16843,0,3,1,5,3,2,8,2,2,2,7,1,8,2,7,2,7
16844,2,4,6,5,4,3,6,7,5,6,11,8,13,2,10,3,9
16845,16,1,2,2,3,1,8,8,5,1,5,7,9,2,9,4,9
16846,17,5,10,7,7,6,7,8,5,7,7,5,6,6,6,5,9
16847,11,3,2,4,4,2,4,4,4,7,2,1,6,0,7,1,6
16848,3,5,10,6,7,5,7,7,8,8,6,5,5,3,9,4,8
